section,region,english_name,page_title,city_url,summary,reference_image,prompt_md,pc_output,mobile_output
Core series locations,Kalos,Kiloude City,Kiloude City,https://bulbapedia.bulbagarden.net/wiki/Kiloude_City,"Kiloude City is a city located in the southern part of the Kalos region and is only accessible after the TMV Pass is obtained from Professor Sycamore in Lumiose Station after entering the Hall of Fame. After participating in a battle in the Battle Maison, Calem/Serena will battle the player daily in the north of the city.",https://archives.bulbagarden.net/media/upload/1/11/Kiloude_City_XY.png,prompts/kalos__kiloude-city.md,pc/kalos__kiloude-city__pc.webp,mobile/kalos__kiloude-city__mobile.webp
Core series locations,Alola,Konikoni City,Konikoni City,https://bulbapedia.bulbagarden.net/wiki/Konikoni_City,Konikoni City is a coastal city situated on Akala Island of the Alola region. An isolated area of Konikoni City can be accessed from Diglett's Tunnel using Machamp Shove.,https://archives.bulbagarden.net/media/upload/thumb/7/77/Konikoni_City_SM.png/600px-Konikoni_City_SM.png,prompts/alola__konikoni-city.md,pc/alola__konikoni-city__pc.webp,mobile/alola__konikoni-city__mobile.webp
Core series locations,Unova,Lacunosa Town,Lacunosa Town,https://bulbapedia.bulbagarden.net/wiki/Lacunosa_Town,Lacunosa Town is a town in the northeastern area of the Unova region. To the west of Lacunosa Town is Route 12 and to the east is Route 13.,https://archives.bulbagarden.net/media/upload/d/d9/Lacunosa_Town_Summer_B2W2.png,prompts/unova__lacunosa-town.md,pc/unova__lacunosa-town__pc.webp,mobile/unova__lacunosa-town__mobile.webp
Core series locations,Hoenn,Lavaridge Town,Lavaridge Town,https://bulbapedia.bulbagarden.net/wiki/Lavaridge_Town,,https://archives.bulbagarden.net/media/upload/thumb/6/65/Lavaridge_Town_ORAS.png/600px-Lavaridge_Town_ORAS.png,prompts/hoenn__lavaridge-town.md,pc/hoenn__lavaridge-town__pc.webp,mobile/hoenn__lavaridge-town__mobile.webp
Core series locations,Kanto,Lavender Town,Lavender Town,https://bulbapedia.bulbagarden.net/wiki/Lavender_Town,,https://archives.bulbagarden.net/media/upload/3/3e/Lavender_Town_PE.png,prompts/kanto__lavender-town.md,pc/kanto__lavender-town__pc.webp,mobile/kanto__lavender-town__mobile.webp
Core series locations,Kalos,Laverre City,Laverre City,https://bulbapedia.bulbagarden.net/wiki/Laverre_City,,https://archives.bulbagarden.net/media/upload/7/79/Laverre_City_XY.png,prompts/kalos__laverre-city.md,pc/kalos__laverre-city__pc.webp,mobile/kalos__laverre-city__mobile.webp
Core series locations,Unova,Lentimas Town,Lentimas Town,https://bulbapedia.bulbagarden.net/wiki/Lentimas_Town,,https://archives.bulbagarden.net/media/upload/thumb/e/e6/Lentimas_Town_B2W2.png/600px-Lentimas_Town_B2W2.png,prompts/unova__lentimas-town.md,pc/unova__lentimas-town__pc.webp,mobile/unova__lentimas-town__mobile.webp
Core series locations,Paldea,Levincia,Levincia,https://bulbapedia.bulbagarden.net/wiki/Levincia,,https://archives.bulbagarden.net/media/upload/thumb/1/1d/Levincia.png/600px-Levincia.png,prompts/paldea__levincia.md,pc/paldea__levincia__pc.webp,mobile/paldea__levincia__mobile.webp
Core series locations,Hoenn,Littleroot Town,Littleroot Town,https://bulbapedia.bulbagarden.net/wiki/Littleroot_Town,,https://archives.bulbagarden.net/media/upload/thumb/8/8b/Littleroot_Town_ORAS.png/600px-Littleroot_Town_ORAS.png,prompts/hoenn__littleroot-town.md,pc/hoenn__littleroot-town__pc.webp,mobile/hoenn__littleroot-town__mobile.webp
Core series locations,Hoenn,Lilycove City,Lilycove City,https://bulbapedia.bulbagarden.net/wiki/Lilycove_City,,https://archives.bulbagarden.net/media/upload/thumb/6/6f/Lilycove_City_ORAS.png/600px-Lilycove_City_ORAS.png,prompts/hoenn__lilycove-city.md,pc/hoenn__lilycove-city__pc.webp,mobile/hoenn__lilycove-city__mobile.webp
Core series locations,Paldea,Los Platos,Los Platos,https://bulbapedia.bulbagarden.net/wiki/Los_Platos,,https://archives.bulbagarden.net/media/upload/thumb/8/83/Los_Platos_SV.png/600px-Los_Platos_SV.png,prompts/paldea__los-platos.md,pc/paldea__los-platos__pc.webp,mobile/paldea__los-platos__mobile.webp
Core series locations,Kalos,Lumiose City,Lumiose City,https://bulbapedia.bulbagarden.net/wiki/Lumiose_City,,https://archives.bulbagarden.net/media/upload/thumb/f/fe/ZA_Lumiose_City_map.png/600px-ZA_Lumiose_City_map.png,prompts/kalos__lumiose-city.md,pc/kalos__lumiose-city__pc.webp,mobile/kalos__lumiose-city__mobile.webp
Core series locations,Johto,Mahogany Town,Mahogany Town,https://bulbapedia.bulbagarden.net/wiki/Mahogany_Town,,https://archives.bulbagarden.net/media/upload/9/9f/Mahogany_Town_HGSS.png,prompts/johto__mahogany-town.md,pc/johto__mahogany-town__pc.webp,mobile/johto__mahogany-town__mobile.webp
Core series locations,Alola,Malie City,Malie City,https://bulbapedia.bulbagarden.net/wiki/Malie_City,,https://archives.bulbagarden.net/media/upload/7/70/Malie_City_SM.png,prompts/alola__malie-city.md,pc/alola__malie-city__pc.webp,mobile/alola__malie-city__mobile.webp
Core series locations,Hoenn,Mauville City,Mauville City,https://bulbapedia.bulbagarden.net/wiki/Mauville_City,,https://archives.bulbagarden.net/media/upload/thumb/b/b9/Mauville_City.png/600px-Mauville_City.png,prompts/hoenn__mauville-city.md,pc/hoenn__mauville-city__pc.webp,mobile/hoenn__mauville-city__mobile.webp
Core series locations,Paldea,Medali,Medali,https://bulbapedia.bulbagarden.net/wiki/Medali,,https://archives.bulbagarden.net/media/upload/thumb/8/8a/Medali.png/600px-Medali.png,prompts/paldea__medali.md,pc/paldea__medali__pc.webp,mobile/paldea__medali__mobile.webp
Core series locations,Paldea,Mesagoza,Mesagoza,https://bulbapedia.bulbagarden.net/wiki/Mesagoza,,https://archives.bulbagarden.net/media/upload/thumb/7/7f/Mesagoza_art_TCG.jpg/600px-Mesagoza_art_TCG.jpg,prompts/paldea__mesagoza.md,pc/paldea__mesagoza__pc.webp,mobile/paldea__mesagoza__mobile.webp
Core series locations,Unova,Mistralton City,Mistralton City,https://bulbapedia.bulbagarden.net/wiki/Mistralton_City,,https://archives.bulbagarden.net/media/upload/thumb/f/f8/Mistralton_City_Summer_B2.png/600px-Mistralton_City_Summer_B2.png,prompts/unova__mistralton-city.md,pc/unova__mistralton-city__pc.webp,mobile/unova__mistralton-city__mobile.webp
Core series locations,Paldea,Montenevera,Montenevera,https://bulbapedia.bulbagarden.net/wiki/Montenevera,,https://archives.bulbagarden.net/media/upload/thumb/0/01/Montenevera.png/600px-Montenevera.png,prompts/paldea__montenevera.md,pc/paldea__montenevera__pc.webp,mobile/paldea__montenevera__mobile.webp
Core series locations,Hoenn,Mossdeep City,Mossdeep City,https://bulbapedia.bulbagarden.net/wiki/Mossdeep_City,,https://archives.bulbagarden.net/media/upload/thumb/0/0d/Mossdeep_City_ORAS.png/600px-Mossdeep_City_ORAS.png,prompts/hoenn__mossdeep-city.md,pc/hoenn__mossdeep-city__pc.webp,mobile/hoenn__mossdeep-city__mobile.webp
Core series locations,Kitakami,Mossui Town,Mossui Town,https://bulbapedia.bulbagarden.net/wiki/Mossui_Town,,https://archives.bulbagarden.net/media/upload/thumb/f/ff/Mossui_Town_SV_Concept_Art.png/600px-Mossui_Town_SV_Concept_Art.png,prompts/kitakami__mossui-town.md,pc/kitakami__mossui-town__pc.webp,mobile/kitakami__mossui-town__mobile.webp
Core series locations,Galar,Motostoke,Motostoke,https://bulbapedia.bulbagarden.net/wiki/Motostoke,,https://archives.bulbagarden.net/media/upload/thumb/7/70/Motostoke_SwSh.png/600px-Motostoke_SwSh.png,prompts/galar__motostoke.md,pc/galar__motostoke__pc.webp,mobile/galar__motostoke__mobile.webp
Core series locations,Unova,Nacrene City,Nacrene City,https://bulbapedia.bulbagarden.net/wiki/Nacrene_City,,https://archives.bulbagarden.net/media/upload/e/e3/None.png,prompts/unova__nacrene-city.md,pc/unova__nacrene-city__pc.webp,mobile/unova__nacrene-city__mobile.webp
Core series locations,Johto,New Bark Town,New Bark Town,https://bulbapedia.bulbagarden.net/wiki/New_Bark_Town,"New Bark Town is located in southeastern Johto and is the hometown of the Johto player character. It is home to the lab of Professor Elm, who possesses the first partner Pokémon for Johto: Chikorita, Cyndaquil, and Totodile.",https://archives.bulbagarden.net/media/upload/d/dd/New_Bark_Town_HGSS.png,prompts/johto__new-bark-town.md,pc/johto__new-bark-town__pc.webp,mobile/johto__new-bark-town__mobile.webp
Core series locations,Unova,Nimbasa City,Nimbasa City,https://bulbapedia.bulbagarden.net/wiki/Nimbasa_City,"Nimbasa City is a city located in central Unova. There are three routes connecting to it: to the south of the city is Route 4 and the vast Desert Resort, to the west is Route 5, and to the east is Route 16.",https://archives.bulbagarden.net/media/upload/e/e3/None.png,prompts/unova__nimbasa-city.md,pc/unova__nimbasa-city__pc.webp,mobile/unova__nimbasa-city__mobile.webp
Core series locations,Unova,Nuvema Town,Nuvema Town,https://bulbapedia.bulbagarden.net/wiki/Nuvema_Town,Nuvema Town is a small town located in southeastern Unova. It is the hometown of the player in Pokémon Black and White.,https://archives.bulbagarden.net/media/upload/a/a1/Nuvema_Town_Winter_BW.png,prompts/unova__nuvema-town.md,pc/unova__nuvema-town__pc.webp,mobile/unova__nuvema-town__mobile.webp
Core series locations,Hoenn,Oldale Town,Oldale Town,https://bulbapedia.bulbagarden.net/wiki/Oldale_Town,"Oldale Town is located in southwestern Hoenn. As Kyushu coincides with Hoenn, Oldale approximates with Saga City, Saga Prefecture.",https://archives.bulbagarden.net/media/upload/thumb/0/04/Oldale_Town_ORAS.png/600px-Oldale_Town_ORAS.png,prompts/hoenn__oldale-town.md,pc/hoenn__oldale-town__pc.webp,mobile/hoenn__oldale-town__mobile.webp
Core series locations,Johto,Olivine City,Olivine City,https://bulbapedia.bulbagarden.net/wiki/Olivine_City,"Olivine redirects here. For the lake in Hey You, Pikachu!, see Olivine Lake.",https://archives.bulbagarden.net/media/upload/thumb/f/f6/Olivine_City_HGSS.png/600px-Olivine_City_HGSS.png,prompts/johto__olivine-city.md,pc/johto__olivine-city__pc.webp,mobile/johto__olivine-city__mobile.webp
Core series locations,Sevii Islands,One Island,One Island (town),https://bulbapedia.bulbagarden.net/wiki/One_Island_%28town%29,"One Island is a small town located on One Island in the Sevii Islands. The only major defining point of the town is the Pokémon Network Center, run by Celio, a friend of Bill.",https://archives.bulbagarden.net/media/upload/9/93/One_Island.png,prompts/sevii-islands__one-island.md,pc/sevii-islands__one-island__pc.webp,mobile/sevii-islands__one-island__mobile.webp
Core series locations,Unova,Opelucid City,Opelucid City,https://bulbapedia.bulbagarden.net/wiki/Opelucid_City,"Opelucid City is a city located in northern Unova. The look of the city differs between versions; in Black and Black 2, the city has a futuristic, technological appearance, while in White and White 2, it has a traditional, more natural appearance.",https://archives.bulbagarden.net/media/upload/thumb/3/39/Opelucid_City_Summer_B2.png/600px-Opelucid_City_Summer_B2.png,prompts/unova__opelucid-city.md,pc/unova__opelucid-city__pc.webp,mobile/unova__opelucid-city__mobile.webp
Core series locations,Sinnoh,Oreburgh City,Oreburgh City,https://bulbapedia.bulbagarden.net/wiki/Oreburgh_City,"Oreburgh City is a city located in central Sinnoh. Oreburgh is first accessible via the Oreburgh Gate, which is to the west of the city.",https://archives.bulbagarden.net/media/upload/thumb/8/85/Oreburgh_City_BDSP_Concept_Art.jpg/600px-Oreburgh_City_BDSP_Concept_Art.jpg,prompts/sinnoh__oreburgh-city.md,pc/sinnoh__oreburgh-city__pc.webp,mobile/sinnoh__oreburgh-city__mobile.webp
Core series locations,Hoenn,Pacifidlog Town,Pacifidlog Town,https://bulbapedia.bulbagarden.net/wiki/Pacifidlog_Town,Pacifidlog Town is a town located in the seas south of the mainland of the Hoenn region. Pacifidlog Town is a small town built on wooden rafts and logs that float on top of a Corsola colony.,https://archives.bulbagarden.net/media/upload/thumb/0/06/Pacifidlog_Town_ORAS.png/600px-Pacifidlog_Town_ORAS.png,prompts/hoenn__pacifidlog-town.md,pc/hoenn__pacifidlog-town__pc.webp,mobile/hoenn__pacifidlog-town__mobile.webp
Core series locations,Kanto,Pallet Town,Pallet Town,https://bulbapedia.bulbagarden.net/wiki/Pallet_Town,Pallet Town is a small town located in southwestern Kanto. It is the hometown of the player and their rival in the Kanto-based games.,https://archives.bulbagarden.net/media/upload/4/45/Pallet_Town_PE.png,prompts/kanto__pallet-town.md,pc/kanto__pallet-town__pc.webp,mobile/kanto__pallet-town__mobile.webp
Core series locations,Alola,Paniola Town,Paniola Town,https://bulbapedia.bulbagarden.net/wiki/Paniola_Town,"Paniola Town is a town on Akala Island in the Alola region. Route 4 leads to Paniola Town from the south, and the town connects to Paniola Ranch in the north.",https://archives.bulbagarden.net/media/upload/1/14/Paniola_Town_SM.png,prompts/alola__paniola-town.md,pc/alola__paniola-town__pc.webp,mobile/alola__paniola-town__mobile.webp
Core series locations,Sinnoh,Pastoria City,Pastoria City,https://bulbapedia.bulbagarden.net/wiki/Pastoria_City,"Pastoria City is a city in the Sinnoh region. It is also the home of the Move Reminder, the Scarf Guy and the Sinnoh region's Safari Zone.",https://archives.bulbagarden.net/media/upload/thumb/2/2d/Pastoria_City_BDSP_Concept_Art.jpg/600px-Pastoria_City_BDSP_Concept_Art.jpg,prompts/sinnoh__pastoria-city.md,pc/sinnoh__pastoria-city__pc.webp,mobile/sinnoh__pastoria-city__mobile.webp
Core series locations,Hisui,Pearl Settlement,Pearl Settlement,https://bulbapedia.bulbagarden.net/wiki/Pearl_Settlement,"Pearl Settlement is a place in the Hisui region founded by the Pearl Clan, located in the northeastern part of the Alabaster Icelands. It is the home to Irida and the rest of the Pearl Clan.",https://archives.bulbagarden.net/media/upload/thumb/2/2b/LA_Pearl_Settlement.jpg/600px-LA_Pearl_Settlement.jpg,prompts/hisui__pearl-settlement.md,pc/hisui__pearl-settlement__pc.webp,mobile/hisui__pearl-settlement__mobile.webp
Core series locations,Hoenn,Petalburg City,Petalburg City,https://bulbapedia.bulbagarden.net/wiki/Petalburg_City,"Petalburg City is located in southwestern Hoenn. Despite Petalburg being the first city with a Gym, the Gym is not accessible until after obtaining four Badges.",https://archives.bulbagarden.net/media/upload/thumb/e/e5/Petalburg_City_ORAS.png/600px-Petalburg_City_ORAS.png,prompts/hoenn__petalburg-city.md,pc/hoenn__petalburg-city__pc.webp,mobile/hoenn__petalburg-city__mobile.webp
Core series locations,Kanto,Pewter City,Pewter City,https://bulbapedia.bulbagarden.net/wiki/Pewter_City,"If you were looking for the chapter in Pokémon Zensho, see PZ02. Pewter City is a city located in northwestern Kanto.",https://archives.bulbagarden.net/media/upload/1/11/Pewter_City_PE.png,prompts/kanto__pewter-city.md,pc/kanto__pewter-city__pc.webp,mobile/kanto__pewter-city__mobile.webp
Core series locations,Alola,Po Town,Po Town,https://bulbapedia.bulbagarden.net/wiki/Po_Town,"Po Town is a town situated on Ula'ula Island of the Alola region. It is occupied by Team Skull and houses their base of operations, the Shady House.",https://archives.bulbagarden.net/media/upload/thumb/4/4a/Po_Town_2_USUM.png/600px-Po_Town_2_USUM.png,prompts/alola__po-town.md,pc/alola__po-town__pc.webp,mobile/alola__po-town__mobile.webp
Core series locations,Paldea,Porto Marinada,Porto Marinada,https://bulbapedia.bulbagarden.net/wiki/Porto_Marinada,"Porto Marinada is a town in the Paldea region, located in West Province (Area Two).",https://archives.bulbagarden.net/media/upload/thumb/b/b8/Porto_Marinada.png/600px-Porto_Marinada.png,prompts/paldea__porto-marinada.md,pc/paldea__porto-marinada__pc.webp,mobile/paldea__porto-marinada__mobile.webp
Core series locations,Galar,Postwick,Postwick,https://bulbapedia.bulbagarden.net/wiki/Postwick,"Postwick is a small town located at the southern end of the Galar region. It is the hometown of the Galarian player character and their rival, Hop.",https://archives.bulbagarden.net/media/upload/thumb/7/76/Postwick_SwSh.png/600px-Postwick_SwSh.png,prompts/galar__postwick.md,pc/galar__postwick__pc.webp,mobile/galar__postwick__mobile.webp
Core series locations,Sinnoh,Resort Area,Resort Area,https://bulbapedia.bulbagarden.net/wiki/Resort_Area,"This article is about the location in the Battle Zone. For the Pokéwalker Route, see Resort (Pokéwalker).",https://archives.bulbagarden.net/media/upload/thumb/e/e7/Resort_Area_BDSP.png/600px-Resort_Area_BDSP.png,prompts/sinnoh__resort-area.md,pc/sinnoh__resort-area__pc.webp,mobile/sinnoh__resort-area__mobile.webp
Core series locations,Hoenn,Rustboro City,Rustboro City,https://bulbapedia.bulbagarden.net/wiki/Rustboro_City,"Rustboro City is a metropolis located in western Hoenn. It is the fourth-largest city in Hoenn, after Mauville City, Lilycove City and Slateport City.",https://archives.bulbagarden.net/media/upload/thumb/e/e0/Rustboro_City_ORAS.png/600px-Rustboro_City_ORAS.png,prompts/hoenn__rustboro-city.md,pc/hoenn__rustboro-city__pc.webp,mobile/hoenn__rustboro-city__mobile.webp
Core series locations,Johto,Safari Zone Gate,Safari Zone Gate,https://bulbapedia.bulbagarden.net/wiki/Safari_Zone_Gate,,https://archives.bulbagarden.net/media/upload/thumb/6/67/Safari_Zone_Gate.png/600px-Safari_Zone_Gate.png,prompts/johto__safari-zone-gate.md,pc/johto__safari-zone-gate__pc.webp,mobile/johto__safari-zone-gate__mobile.webp
Core series locations,Kanto,Saffron City,Saffron City,https://bulbapedia.bulbagarden.net/wiki/Saffron_City,,https://archives.bulbagarden.net/media/upload/2/2d/Saffron_City_PE.png,prompts/kanto__saffron-city.md,pc/kanto__saffron-city__pc.webp,mobile/kanto__saffron-city__mobile.webp
Core series locations,Sinnoh,Sandgem Town,Sandgem Town,https://bulbapedia.bulbagarden.net/wiki/Sandgem_Town,,https://archives.bulbagarden.net/media/upload/thumb/4/4f/Sandgem_Town_BDSP_Concept_Art.jpg/600px-Sandgem_Town_BDSP_Concept_Art.jpg,prompts/sinnoh__sandgem-town.md,pc/sinnoh__sandgem-town__pc.webp,mobile/sinnoh__sandgem-town__mobile.webp
Core series locations,Kalos,Santalune City,Santalune City,https://bulbapedia.bulbagarden.net/wiki/Santalune_City,,https://archives.bulbagarden.net/media/upload/thumb/5/58/Santalune_City_XY.png/600px-Santalune_City_XY.png,prompts/kalos__santalune-city.md,pc/kalos__santalune-city__pc.webp,mobile/kalos__santalune-city__mobile.webp
Core series locations,Alola,Seafolk Village,Seafolk Village,https://bulbapedia.bulbagarden.net/wiki/Seafolk_Village,,https://archives.bulbagarden.net/media/upload/thumb/5/57/Seafolk_Village_USUM.png/600px-Seafolk_Village_USUM.png,prompts/alola__seafolk-village.md,pc/alola__seafolk-village__pc.webp,mobile/alola__seafolk-village__mobile.webp
Core series locations,Sevii Islands,Seven Island,Seven Island (town),https://bulbapedia.bulbagarden.net/wiki/Seven_Island_%28town%29,,https://archives.bulbagarden.net/media/upload/e/e9/Seven_Island.png,prompts/sevii-islands__seven-island.md,pc/sevii-islands__seven-island__pc.webp,mobile/sevii-islands__seven-island__mobile.webp
Core series locations,Kalos,Shalour City,Shalour City,https://bulbapedia.bulbagarden.net/wiki/Shalour_City,,https://archives.bulbagarden.net/media/upload/5/5c/Shalour_City_XY.png,prompts/kalos__shalour-city.md,pc/kalos__shalour-city__pc.webp,mobile/kalos__shalour-city__mobile.webp
Core series locations,Sevii Islands,Six Island,Six Island (town),https://bulbapedia.bulbagarden.net/wiki/Six_Island_%28town%29,,https://archives.bulbagarden.net/media/upload/c/c0/Six_Island.png,prompts/sevii-islands__six-island.md,pc/sevii-islands__six-island__pc.webp,mobile/sevii-islands__six-island__mobile.webp
Core series locations,Hoenn,Slateport City,Slateport City,https://bulbapedia.bulbagarden.net/wiki/Slateport_City,,https://archives.bulbagarden.net/media/upload/thumb/3/3c/Slateport_City_ORAS.png/600px-Slateport_City_ORAS.png,prompts/hoenn__slateport-city.md,pc/hoenn__slateport-city__pc.webp,mobile/hoenn__slateport-city__mobile.webp
Core series locations,Galar,Stow-on-Side,Stow-on-Side,https://bulbapedia.bulbagarden.net/wiki/Stow-on-Side,,https://archives.bulbagarden.net/media/upload/thumb/2/29/Stow-On-Side_SwSh.png/600px-Stow-On-Side_SwSh.png,prompts/galar__stow-on-side.md,pc/galar__stow-on-side__pc.webp,mobile/galar__stow-on-side__mobile.webp
Core series locations,Kalos,Snowbelle City,Snowbelle City,https://bulbapedia.bulbagarden.net/wiki/Snowbelle_City,,https://archives.bulbagarden.net/media/upload/c/cc/Snowbelle_City_XY.png,prompts/kalos__snowbelle-city.md,pc/kalos__snowbelle-city__pc.webp,mobile/kalos__snowbelle-city__mobile.webp
Core series locations,Sinnoh,Snowpoint City,Snowpoint City,https://bulbapedia.bulbagarden.net/wiki/Snowpoint_City,,https://archives.bulbagarden.net/media/upload/thumb/d/db/Snowpoint_City_BDSP.png/600px-Snowpoint_City_BDSP.png,prompts/sinnoh__snowpoint-city.md,pc/sinnoh__snowpoint-city__pc.webp,mobile/sinnoh__snowpoint-city__mobile.webp
Core series locations,Sinnoh,Solaceon Town,Solaceon Town,https://bulbapedia.bulbagarden.net/wiki/Solaceon_Town,,https://archives.bulbagarden.net/media/upload/thumb/f/f9/Solaceon_Town_BDSP_Concept_Art.jpg/600px-Solaceon_Town_BDSP_Concept_Art.jpg,prompts/sinnoh__solaceon-town.md,pc/sinnoh__solaceon-town__pc.webp,mobile/sinnoh__solaceon-town__mobile.webp
Core series locations,Hoenn,Sootopolis City,Sootopolis City,https://bulbapedia.bulbagarden.net/wiki/Sootopolis_City,,https://archives.bulbagarden.net/media/upload/thumb/8/88/Sootopolis_City_ORAS.png/600px-Sootopolis_City_ORAS.png,prompts/hoenn__sootopolis-city.md,pc/hoenn__sootopolis-city__pc.webp,mobile/hoenn__sootopolis-city__mobile.webp
Core series locations,Galar,Spikemuth,Spikemuth,https://bulbapedia.bulbagarden.net/wiki/Spikemuth,,https://archives.bulbagarden.net/media/upload/e/e3/None.png,prompts/galar__spikemuth.md,pc/galar__spikemuth__pc.webp,mobile/galar__spikemuth__mobile.webp
Core series locations,Unova,Striaton City,Striaton City,https://bulbapedia.bulbagarden.net/wiki/Striaton_City,,https://archives.bulbagarden.net/media/upload/e/e3/None.png,prompts/unova__striaton-city.md,pc/unova__striaton-city__pc.webp,mobile/unova__striaton-city__mobile.webp
Core series locations,Sinnoh,Sunyshore City,Sunyshore City,https://bulbapedia.bulbagarden.net/wiki/Sunyshore_City,,https://archives.bulbagarden.net/media/upload/thumb/2/27/Sunyshore_City_BDSP_Concept_Art.jpg/600px-Sunyshore_City_BDSP_Concept_Art.jpg,prompts/sinnoh__sunyshore-city.md,pc/sinnoh__sunyshore-city__pc.webp,mobile/sinnoh__sunyshore-city__mobile.webp
Core series locations,Sinnoh,Survival Area,Survival Area,https://bulbapedia.bulbagarden.net/wiki/Survival_Area,,https://archives.bulbagarden.net/media/upload/thumb/5/5b/Survival_Area_BDSP.png/600px-Survival_Area_BDSP.png,prompts/sinnoh__survival-area.md,pc/sinnoh__survival-area__pc.webp,mobile/sinnoh__survival-area__mobile.webp
Core series locations,Alola,Tapu Village,Tapu Village,https://bulbapedia.bulbagarden.net/wiki/Tapu_Village,,https://archives.bulbagarden.net/media/upload/thumb/3/33/Tapu_Village_SM.png/600px-Tapu_Village_SM.png,prompts/alola__tapu-village.md,pc/alola__tapu-village__pc.webp,mobile/alola__tapu-village__mobile.webp
Core series locations,Sevii Islands,Three Island,Three Island (town),https://bulbapedia.bulbagarden.net/wiki/Three_Island_%28town%29,,https://archives.bulbagarden.net/media/upload/d/d8/Three_Island.png,prompts/sevii-islands__three-island.md,pc/sevii-islands__three-island__pc.webp,mobile/sevii-islands__three-island__mobile.webp
Core series locations,Galar,Turffield,Turffield,https://bulbapedia.bulbagarden.net/wiki/Turffield,,https://archives.bulbagarden.net/media/upload/thumb/1/1a/Turffield_SwSh.png/600px-Turffield_SwSh.png,prompts/galar__turffield.md,pc/galar__turffield__pc.webp,mobile/galar__turffield__mobile.webp
Core series locations,Sinnoh,Twinleaf Town,Twinleaf Town,https://bulbapedia.bulbagarden.net/wiki/Twinleaf_Town,,https://archives.bulbagarden.net/media/upload/thumb/6/68/Twinleaf_Town_BDSP_Concept_Art.jpg/600px-Twinleaf_Town_BDSP_Concept_Art.jpg,prompts/sinnoh__twinleaf-town.md,pc/sinnoh__twinleaf-town__pc.webp,mobile/sinnoh__twinleaf-town__mobile.webp
